Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA3700900,LAKE HENSHAW RESORT INC.,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700905,PINE HILLS MUTUAL WATER COMPANY,C,D1,T2,SAN DIEGO  ,GW
CA3700906,CAMP STEVENS,C,D1,T1,SAN DIEGO  ,GW
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,C,D1,T2,SAN DIEGO  ,GW
CA3700918,RANCHO SANTA TERESA MW CO.,C,D1,T2,SAN DIEGO  ,GW
CA3700919,LAKE WOHLFORD RESORT,C,D1,T2,SAN DIEGO  ,SW
CA3700922,LIVE OAK SPRINGS WATER SYSTEM,C,D1,TD,SAN DIEGO  ,GW
CA3700923,LAKE MORENA'S OAK SHORES MWC,C,D1,T2,SAN DIEGO  ,GW
CA3700924,LAKE MORENA VIEWS MWC,C,D1,T1,SAN DIEGO  ,GW
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,C,D1,TD,SAN DIEGO  ,GW
CA3700934,PAUMA VALLEY WATER COMPANY,C,D2,TD,SAN DIEGO  ,GW
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,C,D1,T1,SAN DIEGO  ,GW
CA3700937,LAZY H MUTUAL WATER COMPANY,C,D1,TD,SAN DIEGO  ,GW
CA3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,C,D2,T2,SAN DIEGO  ,SW
CA3700958,LOS TULES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700962,OAKVALE PARK,C,D1,T2,SAN DIEGO  ,GW
CA3700968,SAN PASQUAL ACADEMY,C,D1,T1,SAN DIEGO  ,GW
CA3701184,BUTTERFIELD RANCH,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701341,QUIET OAKS MOBILE HOME PARK,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701408,YUIMA MUNICIPAL WATER DISTRICT,C,D2,T1,SAN DIEGO  ,SWP
CA3701476,INDIAN HILLS CAMP,C,D1,TD,SAN DIEGO  ,GW
CA3701747,NORTH PEAK MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701780,RICHARDSON BEARDSLEY PARK INC.,C,D1,Missing treatment classification in SDWIS,SAN DIEGO  ,GW
CA3701793,TWIN LAKES RESORT,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701837,WYNOLA WATER DISTRICT,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701934,PINE VALLEY BIBLE CONFERENCE CENTER,C,D1,TD,SAN DIEGO  ,GW
CA3701961,PINE VALLEY TRAILER PARK,C,D1,TD,SAN DIEGO  ,GW
CA3701982,PALOMAR CHRISTIAN CONFERENCE CENTER,C,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701988,ALPINE OAKS ESTATES LLC,C,D1,TD,SAN DIEGO  ,GW
CA3701995,WILLOWSIDE TERRACE WATER ASSOCIATION,C,D1,TD,SAN DIEGO  ,GW
CA3702104,MHC TT INC. (DBA PIO PICO),C,D1,T1,SAN DIEGO  ,GW
CA3702236,PALOMAR OBSERVATORY,C,D1,TD,SAN DIEGO  ,GW
CA3702354,WARNER SPRINGS ESTATES,C,D1,T1,SAN DIEGO  ,GW
CA3710001,CAL-AM WATER CORONADO,C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710002,VALLECITOS WD,C,D5,There are no treatment plants,SAN DIEGO  ,SWP
CA3710004,"DEL MAR, CITY OF",C,D2,There are no treatment plants,SAN DIEGO  ,SWP
CA3710005,CARLSBAD MWD,C,D5,T2,SAN DIEGO  ,SWP
CA3710006,"ESCONDIDO, CITY OF",C,D5,T5,SAN DIEGO  ,SW
CA3710008,FALLBROOK PUD,C,D4,T3,SAN DIEGO  ,SWP
CA3710009,DESCANSO COMMUNITY WATER DISTRICT,C,D2,T2,SAN DIEGO  ,GW
CA3710010,HELIX WATER DISTRICT,C,D5,T5,SAN DIEGO  ,SW
CA3710011,JACUMBA COMMUNITY SD,C,D1,T1,SAN DIEGO  ,GW
CA3710012,RANCHO PAUMA MUTUAL WC,C,D1,TD,SAN DIEGO  ,GW
CA3710013,LAKESIDE WD,C,D4,T2,SAN DIEGO  ,SWP
CA3710014,"OCEANSIDE, CITY OF",C,D5,T5,SAN DIEGO  ,SWP
CA3710015,"POWAY, CITY OF",C,D5,T5,SAN DIEGO  ,SW
CA3710016,RAINBOW MUNICIPAL WD,C,D4,T2,SAN DIEGO  ,SWP
CA3710018,RINCON DEL DIABLO MWD (ID-1),C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710019,RAMONA MUNICIPAL WD,C,D4,TD,SAN DIEGO  ,SWP
CA3710020,"SAN DIEGO, CITY OF",C,D5,T5,SAN DIEGO  ,SW
CA3710021,SAN DIEGUITO WD,C,D3,There are no treatment plants,SAN DIEGO  ,SWP
CA3710023,SANTA FE I.D.,C,D4,T5,SAN DIEGO  ,SW
CA3710025,SWEETWATER AUTHORITY,C,D5,T5,SAN DIEGO  ,SW
CA3710026,VALLEY CENTER MWD,C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710027,VISTA IRRIGATION DISTRICT,C,D5,TD,SAN DIEGO  ,SW
CA3710029,OLIVENHAIN MWD,C,D5,T5,SAN DIEGO  ,SW
CA3710034,OTAY WATER DISTRICT,C,D5,T1,SAN DIEGO  ,SWP
CA3710036,BORREGO WD,C,D2,TD,SAN DIEGO  ,GW
CA3710037,PADRE DAM MWD,C,D5,There are no treatment plants,SAN DIEGO  ,SWP
CA3710039,PINE VALLEY MUTUAL WC,C,D2,T2,SAN DIEGO  ,GW
CA3710041,MAJESTIC PINES COMMUNITY SD,C,D2,T2,SAN DIEGO  ,GW
CA3710042,SAN DIEGO COUNTY WATER AUTHORITY,C,D5,T5,SAN DIEGO  ,SW
CA3710044,RINCON DEL DIABLO MWD (ID-A),C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710045,CARLSBAD DESALINATION PLANT,C,NR,T5,SAN DIEGO  ,SW
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,C,D1,T3,SAN DIEGO  ,GU
CA3710700,CAMP PENDLETON (NORTH),C,D4,T3,SAN DIEGO  ,GW
CA3710702,CAMP PENDLETON (SOUTH),C,D4,T3,SAN DIEGO  ,GW
CA3710750,NAS NORTH ISLAND & NAB CORONADO,C,D3,TD,SAN DIEGO  ,SWP
CA3710800,PUERTA LA CRUZ CC #14,C,D1,T1,SAN DIEGO  ,GW
CA3710802,LA CIMA FIRE CENTER,C,D1,T1,SAN DIEGO  ,GW
CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,C,D4,T5,SAN FRANCISCO  ,SW
CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,C,D1,T2,SAN FRANCISCO  ,SWP
CA3810008,THOMAS SHAFT WHOLESALE,C,D1,T2,SAN JOAQUIN  ,SWP
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,C,D5,TD,SAN FRANCISCO  ,SWP
CA3810700,PRESIDIO OF SAN FRANCISCO,C,D2,T3,SAN FRANCISCO  ,SW
CA3810702,TREASURE ISLAND,C,D2,There are no treatment plants,SAN FRANCISCO  ,SWP
CA3900504,CLEMENTS WATER WORKS #43,C,D1,T1,SAN JOAQUIN  ,GW
CA3900505,FARMINGTON WATER COMPANY,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900512,MORADA ACRES WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900517,ALMOND PARK WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900523,MORADA MANOR WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900543,MAURLAND MANOR WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GWP
CA3900558,RANCHO SAN JOAQUIN WATER SYS,C,D1,T2,SAN JOAQUIN  ,GW
CA3900559,WINE COUNTRY APARTMENTS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900561,LODI LAKE MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900563,GAYLA MANOR PWS,C,D1,T2,SAN JOAQUIN  ,GW
CA3900568,CARIBOU MOBILE PARK PWS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900569,EL RIO MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900579,CENTURY MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900586,B&G MOBILE HOME PARK LLC WS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900596,VILLA CEREZOS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900606,A1 WINSTONS MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900624,IL VINETO,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900637,BIG WHEEL MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900649,GLENWOOD MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900653,ISLANDER MARINA,C,D1,T1,SAN JOAQUIN  ,GW
CA3900661,MAPACHE TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900664,NEW HOPE LANDING GENERAL STORE,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900701,CURRIER ESTATES WATER CORP,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900702,CORRAL HOLLOW PWS,C,D1,T2,SAN JOAQUIN  ,GW
CA3900705,FINNLEES TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GWP
CA3900719,MOKELUMNE MOBILE SENIOR PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900720,SHADED TERRACE PWS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900721,WOODBRIDGE MOBILE ESTATES,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900722,MORADA ESTATES PWS,C,D1,T2,SAN JOAQUIN  ,GW
CA3900724,ELKHORN ESTATES WATER SYSTEM,C,D1,T2,SAN JOAQUIN  ,GW
CA3900732,V & P TRAILER COURT WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900751,MARTINEZ APARTMENTS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900755,SHADY REST TRAILER COURT,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900762,RIVERSIDE MOBILE HOME PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900805,MOREHEAD PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900813,HAVEN ACRES RIVER CLUB INC,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900831,ARBOR MOBILE HOME PARK WS,C,D1,T1,SAN JOAQUIN  ,GW
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900837,LODI HOMES,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900842,DOUBLE L MOBILE ESTATES,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900844,COUNTRY MANOR MHP,C,D1,T1,SAN JOAQUIN  ,GW
CA3900907,BEL AIR MOBILE ESTATE,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900921,CARDOZA VILLA CORP,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900927,SPRING CREEK ESTATES PWS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900964,SAHARA MOBILE COURT,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900983,CHERRY LANE TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3900991,LA TORRES PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901031,132 INVESTMENTS WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901074,TWIN OAKS MOBILE PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901075,FAIRWAY ESTATES PWS CSA-18,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901081,MOBILE VILLAS TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901092,SAN JOAQUIN WATER WORKS #2,C,D1,T2,SAN JOAQUIN  ,GW
CA3901113,WALNUT ACRES,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901159,WILKINSON MANOR A-ZONE PWS,C,D1,There are no treatment plants,SAN JOAQUIN  ,GWP
CA3901172,PAR COUNTRY ESTATES CSA-16,C,D1,T2,SAN JOAQUIN  ,GW
CA3901213,SUNNY ROAD WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901215,SAN JUAN VISTA,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901216,SANTOS RANCH PWS #5-CSA #35,C,D1,T2,SAN JOAQUIN  ,GW
CA3901217,HAYNES BOARD & CARE HOME,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901276,HANOT FOUNDATION INC,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901303,ACAMPO WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901304,ENCLAVE AT THE DELTA,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901337,MORADA ESTATES N PWS #46,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3901348,FAIROAKS PWS #44,C,D2,TD,SAN JOAQUIN  ,GW
CA3901474,FREMONT ONE,C,D1,There are no treatment plants,SAN JOAQUIN  ,GW
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,C,D4,T2,SAN JOAQUIN  ,SWP
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,C,D2,There are no treatment plants,SAN JOAQUIN  ,SWP
CA3910003,"ESCALON, CITY OF",C,D2,TD,SAN JOAQUIN  ,GW
CA3910004,"LODI, CITY OF",C,D4,T4,SAN JOAQUIN  ,SW
CA3910005,"MANTECA, CITY OF",C,D5,T3,SAN JOAQUIN  ,SWP
CA3910006,STOCKTON EAST WATER DISTRICT,C,D1,T5,SAN JOAQUIN  ,SW
CA3910007,"RIPON, CITY OF",C,D4,TD,SAN JOAQUIN  ,GW
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,C,D2,There are no treatment plants,SAN JOAQUIN  ,GW
CA3910009,SAN JOAQUIN COUNTY - THORNTON,C,D1,T2,SAN JOAQUIN  ,GW
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,C,D2,There are no treatment plants,SAN JOAQUIN  ,SWP
CA3910011,"TRACY, CITY OF",C,D4,T5,SAN JOAQUIN  ,SW
CA3910012,CITY OF STOCKTON,C,D5,T5,SAN JOAQUIN  ,SW
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,C,D2,There are no treatment plants,SAN JOAQUIN  ,GW
CA3910015,CITY OF LATHROP,C,D3,T3,SAN JOAQUIN  ,SWP
CA3910017,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,C,D2,TD,SAN JOAQUIN  ,GW
CA3910018,SAN JOAQUIN RIVER CLUB INC,C,D1,TD,SAN JOAQUIN  ,GW
CA3910019,LINDEN COUNTY WATER DISTRICT,C,D2,TD,SAN JOAQUIN  ,GW
CA3910020,STOCKTON VERDE MOBILE HOME PARK,C,D1,TD,SAN JOAQUIN  ,GW
CA3910022,LITTLE POTATO SLOUGH MUTUAL,C,D1,T3,SAN JOAQUIN  ,SW
CA3910023,OAKWOOD LAKE WATER DISTRICT-SUBDIVISION,C,D2,T2,SAN JOAQUIN  ,GW
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,C,D1,TD,SAN JOAQUIN  ,GW
CA3910027,CITY OF MOUNTAIN HOUSE,C,D3,T4,SAN JOAQUIN  ,SW
CA3910701,"DEFENSE DISTRIB. DEPOT, SHARPE SITE",C,D1,T2,SAN JOAQUIN  ,GW
CA3910803,CDCR CALIFORNIA HEALTH CARE FACILITY,C,D2,TD,SAN JOAQUIN  ,SWP
CA4000200,BASSI RANCH MUTUAL WATER CO.,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000202,EDNA VALLEY RANCH EAST,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000203,IRISH HILLS MUTUAL WATER CO,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000206,LAUREATE WATER COMPANY,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000214,BARON CANYON MUTUAL WATER CO.,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,C,D1,There are no treatment plants,SAN LUIS OBISPO  ,SWP
CA4000226,PACIFIC DUNES RANCH,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000230,CANYON CREST MUTUAL BENEFIT WC,C,D1,There are no treatment plants,SAN LUIS OBISPO  ,SWP
CA4000501,HALCYON WATER SYSTEM,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000506,WOODLAND PARK MUTUAL WATER CO,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000507,GARDEN FARMS C.W.D.,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000523,S & T MUTUAL WATER COMPANY,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000554,GREEN RIVER MUTUAL WATER CO.,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000563,HIGUERA APARTMENTS,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000568,SAN SIMEON CSD,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000631,ALMIRA WATER ASSOCIATION,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000637,COUNTRY HILLS ESTATES,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000648,KEN MAR GARDENS,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000649,LOS ROBLES MOBILE HOME ESTATES,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000650,MESA DUNES MOBILE HOME ESTATES,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000653,RANCHO COLINA MOBILE HOME PARK,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000654,RESTHAVEN MOBILE HOME PARK,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000660,BEAR VALLEY WATER COMPANY,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000670,WALNUT HILLS MUTUAL WATER CO,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000705,LAGUNA NEGRA MUTUAL WATER CO.,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000716,AVILA VALLEY MUTUAL WATER CO,C,D1,T1,SAN LUIS OBISPO  ,SWP
CA4000741,"H2O, INC",C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000744,AFUERA DE CHORRO WATER COMPANY,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000749,TERRA DE ORO WATER COMPANY,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000750,RIM ROCK WATER COMPANY,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000765,VARIAN RANCH MUTUAL WATER,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000771,RANCHO NIPOMO WATER COMPANY,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000775,MUSTANG SPRINGS MUTUAL WATER,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000789,SPANISH LAKES MUTUAL WATER CO,C,D1,There are no treatment plants,SAN LUIS OBISPO  ,GW
CA4000802,SANTA YSABEL RANCH MWC,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000803,RANCHO SALINAS  MBWC,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000805,CALLENDER GROVE MUTUAL WATER,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000815,LAS VENTANAS RANCH,C,D1,TD,SAN LUIS OBISPO  ,GW
CA4000834,ANZA VINEYARD ESTATES MUTUAL WATER CO,C,D1,T2,SAN LUIS OBISPO  ,GW
CA4000839,ADA'S LODGES,C,D1,T1,SAN LUIS OBISPO  ,GW
CA4000853,GRAN CIELO MUTUAL WATER COMPANY,C,D1,T2,SAN LUIS OBISPO  ,GW
CA4010001,CITY OF ARROYO GRANDE UTILITIES DIVISION,C,D4,T2,SAN LUIS OBISPO  ,SWP
CA4010002,ATASCADERO MUTUAL WATER CO,C,D4,T2,SAN LUIS OBISPO  ,GW
CA4010003,SAN MIGUELITO MWC,C,D2,T2,SAN LUIS OBISPO  ,SWP
CA4010004,CITY OF GROVER BEACH PUBLIC WORKS DEPT,C,D3,T2,SAN LUIS OBISPO  ,SW
CA4010005,OCEANO COMM SERVICES DIST.,C,D2,T2,SAN LUIS OBISPO  ,SWP
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,C,D1,TD,SAN LUIS OBISPO  ,SWP
CA4010007,PASO ROBLES WATER DEPARTMENT,C,D4,T3,SAN LUIS OBISPO  ,SW
CA4010008,PISMO BEACH WATER DEPARTMENT,C,D3,TD,SAN LUIS OBISPO  ,SWP
CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,C,D4,T5,SAN LUIS OBISPO  ,SW
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,C,D2,TD,SAN LUIS OBISPO  ,GW
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,C,D3,T2,SAN LUIS OBISPO  ,SWP
CA4010012,HERITAGE RANCH CSD,C,D2,T3,SAN LUIS OBISPO  ,SW
CA4010014,CAMBRIA COMM SERVICES DIST,C,D2,T3,SAN LUIS OBISPO  ,GU
CA4010015,MORRO ROCK MUTUAL WATER CO,C,D2,TD,SAN LUIS OBISPO  ,SWP
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,C,D2,T2,SAN LUIS OBISPO  ,GW
CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,C,D3,T2,SAN LUIS OBISPO  ,GW
CA4010018,GOLDEN STATE WATER COMPANY - NIPOMO,C,D2,T2,SAN LUIS OBISPO  ,GW
CA4010019,TEMPLETON CSD,C,D2,T2,SAN LUIS OBISPO  ,GW
CA4010022,LOPEZ PROJECT,C,D3,T4,SAN LUIS OBISPO  ,SW
CA4010023,GOLDEN STATE WATER COMPANY - EDNA,C,D2,T2,SAN LUIS OBISPO  ,GW
CA4010024,SLO CWWD NO. 23 - SANTA MARGARITA,C,D2,T2,SAN LUIS OBISPO  ,GW
CA4010025,SLO CWD NO. 10 - CAYUCOS WTP,C,D2,T3,SAN LUIS OBISPO  ,SW
CA4010026,NIPOMO COMM SERVICES DIST,C,D3,TD,SAN LUIS OBISPO  ,SWP
CA4010027,NACIMIENTO WATER COMPANY,C,D2,T3,SAN LUIS OBISPO  ,SW
CA4010028,SLO CSA NO. 16 - SHANDON,C,D2,TD,SAN LUIS OBISPO  ,SWP
CA4010030,CHORRO VALLEY PIPELINE - SLO COUNTY,C,D3,There are no treatment plants,SAN LUIS OBISPO  ,SWP
CA4010040,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,C,D2,T2,SAN LUIS OBISPO  ,GW
CA4010080,NACIMIENTO WATER PROJECT,C,D2,There are no treatment plants,SAN LUIS OBISPO  ,SW
CA4010081,WOODLANDS DEVELOPMENT,C,D2,TD,SAN LUIS OBISPO  ,GW
CA4010830,CALIFORNIA MENS COLONY,C,D3,T3,SAN LUIS OBISPO  ,SW
CA4010832,ATASCADERO STATE HOSPITAL,C,D2,TD,SAN LUIS OBISPO  ,GW
CA4010901,SLOCSA #10A - CAYUCOS,C,D2,There are no treatment plants,SAN LUIS OBISPO  ,SWP
CA4100503,BUTANO CANYON MUTUAL,C,D1,T2,SAN MATEO  ,SW
CA4100509,COUNTY SERVICE AREA 7,C,D1,T2,SAN MATEO  ,SW
CA4100510,REDWOOD TERRACE MUTUAL,C,D1,T1,SAN MATEO  ,GU
CA4100512,LOMA MAR MUTUAL,C,D1,T3,SAN MATEO  ,SW
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,C,D1,T2,SAN MATEO  ,SW
CA4100529,CAMP LOMA MAR,C,D1,T2,SAN MATEO  ,SW
CA4100538,CAMP JONES GULCH,C,D1,T2,SAN MATEO  ,GW
CA4100540,OKU INCORPORATED,C,D1,T2,SAN MATEO  ,GW
CA4100551,MARCHI CENTRAL FARM,C,D1,TD,SAN MATEO  ,GW
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION MWC,C,D1,T2,SAN MATEO  ,GU
CA4100582,COUNTY SERVICE AREA 11,C,D1,TD,SAN MATEO  ,GW
CA4100583,BIANCHI FLOWERS INC,C,D1,TD,SAN MATEO  ,GW
CA4110001,MID-PENINSULA WATER DISTRICT,C,D3,There are no treatment plants,SAN MATEO  ,SWP
CA4110002,CITY OF BRISBANE,C,D2,There are no treatment plants,SAN MATEO  ,SWP
CA4110003,CITY OF BURLINGAME,C,D3,There are no treatment plants,SAN MATEO  ,SWP
CA4110005,GUADALUPE VALLEY MID,C,D2,There are no treatment plants,SAN MATEO  ,SWP
CA4110006,CALIFORNIA WATER SERVICE - BEAR GULCH,C,D5,T3,SAN MATEO  ,SW
CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,C,D3,There are no treatment plants,SAN MATEO  ,SWP
CA4110008,CALIFORNIA WATER SERVICE - SAN MATEO,C,D4,There are no treatment plants,SAN MATEO  ,SWP
CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,C,D5,T2,SAN MATEO  ,SWP
CA4110010,MONTARA WATER AND SANITARY DISTRICT,C,D2,T3,SAN MATEO  ,SW
CA4110011,COASTSIDE COUNTY WATER DISTRICT,C,D3,T3,SAN MATEO  ,SW
CA4110012,CUESTA LA HONDA GUILD INC,C,D1,T3,SAN MATEO  ,SW
CA4110013,CITY OF DALY CITY,C,D5,T3,SAN MATEO  ,SWP
CA4110016,TOWN OF HILLSBOROUGH,C,D3,There are no treatment plants,SAN MATEO  ,SWP
CA4110017,MENLO PARK MUNICIPAL WATER,C,D3,T1,SAN MATEO  ,SWP
CA4110018,CITY OF MILLBRAE,C,D3,There are no treatment plants,SAN MATEO  ,SWP
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,C,D2,There are no treatment plants,SAN MATEO  ,GW
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,C,D2,T1,SAN MATEO  ,GW
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,C,D3,There are no treatment plants,SAN MATEO  ,SWP
