PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype,SWRCB_LPA,CPUC
CA4410011,"WATSONVILLE, CITY OF",DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
CA4510001,CITY OF ANDERSON,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA4510005,CITY OF REDDING,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA4510006,CITY OF SHASTA LAKE,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA4610001,CITY OF LOYALTON,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA4710001,"DORRIS, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710002,"DUNSMUIR, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710004,"ETNA, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710003,"FORT JONES, TOWN OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710007,"MONTAGUE, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710008,"MT. SHASTA, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710010,"TULELAKE, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710009,"WEED, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4710011,"YREKA, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA4810001,CITY OF BENICIA,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4810009,CITY OF DIXON,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4810003,CITY OF FAIRFIELD,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4810004,CITY OF RIO VISTA,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4810008,CITY OF VACAVILLE,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4810007,CITY OF VALLEJO,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4810021,CITY OF VALLEJO-LAKES SYSTEM,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4810015,TRAVIS AFB WTP - VALLEJO,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4910002,"CLOVERDALE, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910005,"HEALDSBURG, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910006,"PETALUMA, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910014,"ROHNERT PARK, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910011,"SEBASTOPOL, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910012,"SONOMA, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910017,"WINDSOR, TOWN OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910016,"COTATI, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA4910009,"SANTA ROSA, CITY OF",DISTRICT 18 - SONOMA,City,NA,SWRCB,NO
CA5010028,"CERES, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010029,CITY OF MODESTO - DEL RIO,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010033,CITY OF MODESTO - GRAYSON,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010005,CITY OF MODESTO - SALIDA,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010006,CITY OF WATERFORD,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010008,"HUGHSON, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010010,"MODESTO, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010014,"OAKDALE, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010017,"PATTERSON, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010018,"RIVERBANK, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010019,"TURLOCK, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010026,WATERFORD - HICKMAN,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010034,CITY OF MODESTO - NORTH TURLOCK,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010031,CITY OF MODESTO - WALNUT MANOR,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5010042,WATERFORD-RIVER POINTE,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA5110001,CITY OF LIVE OAK,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA5110002,CITY OF YUBA CITY,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA5210001,CITY OF CORNING,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA5210004,CITY OF RED BLUFF,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA5200504,CITY OF TEHAMA,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA5410002,"DINUBA, CITY OF",DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5410003,"EXETER, CITY OF",DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5410004,"FARMERSVILLE, CITY OF",DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5410006,"LINDSAY, CITY OF",DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5410048,PORTERVILLE-JONES CORNER,DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5410010,"PORTERVILLE, CITY OF",DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5410015,"TULARE, CITY OF",DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5410020,"WOODLAKE, CITY OF",DISTRICT 24 - TULARE,City,NA,SWRCB,NO
CA5610011,CITY OF SANTA PAULA,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA5610002,FILLMORE WATER DEPT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA5610007,OXNARD WATER DEPT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA5610009,PORT HUENEME WATER DEPT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA5610017,VENTURA WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA5610019,CAMARILLO WATER DEPT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA5610020,THOUSAND OAKS WATER DEPT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA5710001,CITY OF DAVIS,DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA5710005,CITY OF WINTERS,DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA5710006,CITY OF WOODLAND,DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA5710003,CITY OF WEST SACRAMENTO,DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA5810004,CITY OF WHEATLAND,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,DISTRICT 04 - SAN FRANCISCO,Community Services District,NA,SWRCB,NO
CA0300019,FIDDLETOWN COMMUNITY SERVICE,DISTRICT 10 - STOCKTON,Community Services District,NA,SWRCB,NO
CA0310005,PINE GROVE COMM SERV DIST,DISTRICT 10 - STOCKTON,Community Services District,NA,SWRCB,NO
CA0300016,VOLCANO COMMUNITY SERVICE DIST,DISTRICT 10 - STOCKTON,Community Services District,NA,SWRCB,NO
CA0400016,BERRY CREEK COMMUNITY SERVICE DIST,LPA34 - BUTTE COUNTY,Community Services District,NA,LPA,NO
CA0710009,TOWN OF DISCOVERY BAY,DISTRICT 04 - SAN FRANCISCO,Community Services District,NA,SWRCB,NO
CA0810003,BERTSCH OCEAN VIEW CSD,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0800532,BIG ROCK C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0800555,GASQUET C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0800556,HRC C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0800557,HUNTER VALLEY CSD,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0800548,KLAMATH C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0800526,REDWOOD PARK C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0810002,SMITH RIVER C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,DISTRICT 09 - SACRAMENTO,Community Services District,NA,SWRCB,NO
CA1000005,BIG CREEK COMMUNITY SERV DIST,DISTRICT 23 - FRESNO,Community Services District,NA,SWRCB,NO
CA1010049,BIOLA COMMUNITY SERVICES DIST,DISTRICT 23 - FRESNO,Community Services District,NA,SWRCB,NO
CA1010039,CARUTHERS COMM SERV DIST,DISTRICT 23 - FRESNO,Community Services District,NA,SWRCB,NO
CA1010035,DEL REY COMMUNITY SERV DIST,DISTRICT 23 - FRESNO,Community Services District,NA,SWRCB,NO
CA1000053,LANARE COMMUNITY SERVICES DIST,DISTRICT 23 - FRESNO,Community Services District,NA,SWRCB,NO
CA1010020,LATON COMMUNITY SERVICES DISTRICT,DISTRICT 23 - FRESNO,Community Services District,NA,SWRCB,NO
CA1010052,SIERRA CEDARS CSD,DISTRICT 23 - FRESNO,Community Services District,NA,SWRCB,NO
CA1100203,ARTOIS COMMUNITY S.D.,DISTRICT 21 - VALLEY,Community Services District,NA,SWRCB,NO
CA1100711,BUTTE CITY COMMUNITY S.D.,DISTRICT 21 - VALLEY,Community Services District,NA,SWRCB,NO
CA1100616,ELK CREEK COMMUNITY S.D.,DISTRICT 21 - VALLEY,Community Services District,NA,SWRCB,NO
CA1200592,BIG LAGOON CSD,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1200587,BRICELAND C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210020,FIELDBROOK GLENDALE C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210009,HUMBOLDT C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210021,JACOBY CREEK CSD,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210023,LOLETA C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210017,MANILA COMMUNITY SERVICES DIST.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210016,MCKINLEYVILLE C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1200707,MIRANDA C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1200701,ORICK C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1200729,ORLEANS C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1206004,PALMER CREEK CSD,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1200541,PHILLIPSVILLE C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210011,REDWAY C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1200518,RIVERSIDE CSD,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1200553,WEOTT C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210024,WESTHAVEN C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210015,WILLOW CREEK C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1210010,SCOTIA CSD,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA1400098,DARWIN COMMUNITY SERVICE DISTRICT,DISTRICT 13 - SAN BERNARDINO,Community Services District,NA,SWRCB,NO
CA1400007,SIERRA HIGHLAND CSD,DISTRICT 13 - SAN BERNARDINO,Community Services District,NA,SWRCB,NO
CA1410005,INDIAN CREEK CSD,DISTRICT 13 - SAN BERNARDINO,Community Services District,NA,SWRCB,NO
CA1410006,BIG PINE CSD,DISTRICT 27 - MOJAVE,Community Services District,NA,SWRCB,NO
CA1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,DISTRICT 27 - MOJAVE,Community Services District,NA,SWRCB,NO
CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,DISTRICT 27 - MOJAVE,Community Services District,NA,SWRCB,NO
CA1510001,ARVIN COMMUNITY SERVICES DIST,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA1510006,EAST NILES CSD,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA1510038,BEAR VALLEY CSD,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1510002,BORON CSD,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1510027,DESERT LAKE COMM SERV DIST,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1510045,GOLDEN HILLS CSD,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1510036,INYOKERN CSD,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1503270,LAKE ISABELLA COMMUNITY SERVICES DIST,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1510018,ROSAMOND CSD,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1510025,STALLION SPRINGS CSD,DISTRICT 19 - TEHACHAPI,Community Services District,NA,SWRCB,NO
CA1610001,ARMONA COMMUNITY SERVICES DIST,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA1610007,HOME GARDEN CSD,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA1610009,KETTLEMAN CITY CSD,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA1700502,ANDERSON SPRINGS CSD,DISTRICT 03 - MENDOCINO,Community Services District,NA,SWRCB,NO
CA1710015,HIDDEN VALLEY LAKE CSD,DISTRICT 03 - MENDOCINO,Community Services District,NA,SWRCB,NO
CA1800512,CLEAR CREEK CSD-WESTWOOD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA1800516,LITTLE VALLEY CSD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA1810002,WESTWOOD C.S.D.,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA1810004,LEAVITT LAKE CSD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA2100508,MUIR BEACH COMMUNITY,DISTRICT 25 - MARIN,Community Services District,NA,SWRCB,NO
CA2310009,BROOKTRAILS TOWNSHIP CSD,DISTRICT 03 - MENDOCINO,Community Services District,NA,SWRCB,NO
CA2400167,BALLICO CSD,DISTRICT 11 - MERCED,Community Services District,NA,SWRCB,NO
CA2410011,LE GRAND COMM SERVICES DIST,DISTRICT 11 - MERCED,Community Services District,NA,SWRCB,NO
CA2410007,PLANADA CSD,DISTRICT 11 - MERCED,Community Services District,NA,SWRCB,NO
CA2400201,VOLTA COMMUNITY SD,DISTRICT 11 - MERCED,Community Services District,NA,SWRCB,NO
CA2500503,CALIFORNIA PINES C.S.D.,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA2600501,BIRCHIM COMMUNITY SERVICE DISTRICT,LPA56 - MONO COUNTY,Community Services District,NA,LPA,NO
CA2600714,WHEELER CREST CSD,LPA56 - MONO COUNTY,Community Services District,NA,LPA,NO
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,DISTRICT 05 - MONTEREY,Community Services District,NA,SWRCB,NO
CA2710020,PAJARO COMMUNITY SERVICES DISTRICT,DISTRICT 05 - MONTEREY,Community Services District,NA,SWRCB,NO
CA2700773,SUNNY MESA WATER SYSTEM,DISTRICT 05 - MONTEREY,Community Services District,NA,SWRCB,NO
CA2700511,NORMCO WC,DISTRICT 05 - MONTEREY,Community Services District,NA,SWRCB,NO
CA2702094,BLACKIE RD WS #18,LPA57 - MONTEREY COUNTY,Community Services District,NA,LPA,NO
CA2701670,LANGLEY/VALLE PACIFICO WS,LPA57 - MONTEREY COUNTY,Community Services District,NA,LPA,NO
CA2701515,MOSS LANDING HARBOR WS,LPA57 - MONTEREY COUNTY,Community Services District,NA,LPA,NO
CA2700771,SPRINGFIELD WATER COMPANY,LPA57 - MONTEREY COUNTY,Community Services District,NA,LPA,NO
CA2700787,VEGA RD WS #01,LPA57 - MONTEREY COUNTY,Community Services District,NA,LPA,NO
CA2702007,VIERRA ESTATES WS,LPA57 - MONTEREY COUNTY,Community Services District,NA,LPA,NO
CA3110034,CHRISTIAN VALLEY PARK CSD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3110028,NORTHSTAR C.S.D.,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3110051,NORTHSTAR CSD - MARTIS VALLEY,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,LPA61 - PLACER COUNTY,Community Services District,NA,LPA,NO
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,LPA61 - PLACER COUNTY,Community Services District,NA,LPA,NO
CA3210004,AMERICAN VALLEY CSD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3200104,GRIZZLY LAKE CSD-DELLEKER,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3210010,HAMILTON BRANCH CSD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3200510,IVCSD CRESCENT MILLS,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3210001,IVCSD-GREENVILLE,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3210011,PLUMAS EUREKA CSD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA3200155,FRCCSD HOT SPRINGS,LPA62 - PLUMAS COUNTY,Community Services District,NA,LPA,NO
CA3200078,FRCCSD OLD MILL RANCH,LPA62 - PLUMAS COUNTY,Community Services District,NA,LPA,NO
CA3205003,GOLD MOUNTAIN CSD,LPA62 - PLUMAS COUNTY,Community Services District,NA,LPA,NO
CA3200188,GREENHORN CREEK CSD,LPA62 - PLUMAS COUNTY,Community Services District,NA,LPA,NO
CA3205001,WALKER RANCH CSD,LPA62 - PLUMAS COUNTY,Community Services District,NA,LPA,NO
CA3205006,GRIZZLY RANCH CSD,LPA62 - PLUMAS COUNTY,Community Services District,NA,LPA,NO
CA3310021,JURUPA COMMUNITY SD,DISTRICT 20 - RIVERSIDE,Community Services District,NA,SWRCB,NO
CA3310044,RUBIDOUX COMMUNITY SD,DISTRICT 20 - RIVERSIDE,Community Services District,NA,SWRCB,NO
CA3410005,RANCHO MURIETA COMMUNITY SERVI,DISTRICT 09 - SACRAMENTO,Community Services District,NA,SWRCB,NO
CA3410021,SAN JUAN WATER DISTRICT,DISTRICT 09 - SACRAMENTO,Community Services District,NA,SWRCB,NO
CA3610008,BIG BEAR CITY CSD,DISTRICT 13 - SAN BERNARDINO,Community Services District,NA,SWRCB,NO
CA3610005,LAKE ARROWHEAD CSD,DISTRICT 13 - SAN BERNARDINO,Community Services District,NA,SWRCB,NO
CA3610120,PHELAN PINON HILLS CSD,DISTRICT 13 - SAN BERNARDINO,Community Services District,NA,SWRCB,NO
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,DISTRICT 27 - MOJAVE,Community Services District,NA,SWRCB,NO
CA3610045,LACSD - RIMFOREST,DISTRICT 27 - MOJAVE,Community Services District,NA,SWRCB,NO
CA3600022,BAKER COMMUNITY SERVICES DISTRICT,LPA66 - SAN BERNARDINO COUNTY,Community Services District,NA,LPA,NO
CA3600086,DAGGETT COMM SVCS DIST,LPA66 - SAN BERNARDINO COUNTY,Community Services District,NA,LPA,NO
CA3600087,DEER LODGE WATER SYSTEM,LPA66 - SAN BERNARDINO COUNTY,Community Services District,NA,LPA,NO
CA3710009,DESCANSO COMMUNITY SERVICES DISTRICT,DISTRICT 26 - IMPERIAL,Community Services District,NA,SWRCB,NO
CA3710011,JACUMBA COMMUNITY SD,DISTRICT 26 - IMPERIAL,Community Services District,NA,SWRCB,NO
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,DISTRICT 26 - IMPERIAL,Community Services District,NA,SWRCB,NO
CA3710041,MAJESTIC PINES COMMUNITY SD,DISTRICT 26 - IMPERIAL,Community Services District,NA,SWRCB,NO
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,DISTRICT 10 - STOCKTON,Community Services District,NA,SWRCB,NO
CA3910027,MOUNTAIN HOUSE COMMUNITY SERVICES DIST.,DISTRICT 10 - STOCKTON,Community Services District,NA,SWRCB,NO
CA4010014,CAMBRIA COMM SERVICES DIST,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4010012,HERITAGE RANCH CSD,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4010026,NIPOMO COMM SERVICES DIST,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4010005,OCEANO COMM SERVICES DIST.,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4000568,SAN SIMEON CSD,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4010019,TEMPLETON CSD,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4210009,CUYAMA COMMUNITY SERVICES DISTRICT,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4210002,LOS ALAMOS COMMUNITY SERVICES DISTRICT,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4210019,MISSION HILLS CSD,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4210017,VANDENBERG VILLAGE COMM. SERV. DIST.,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,SWRCB,NO
CA4200870,CASMALIA COMMUNITY SERVICES DISTRICT,LPA72 - SANTA BARBARA COUNTY,Community Services District,NA,LPA,NO
CA4510011,CENTERVILLE C.S.D.,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA4510016,CLEAR CREEK CSD-ANDERSON,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA4510008,FALL RIVER VALLEY CSD,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA4510002,MOUNTAIN GATE C.S.D.,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA4510013,SHASTA C.S.D.,DISTRICT 02 - LASSEN,Community Services District,NA,SWRCB,NO
CA4710012,HAPPY CAMP C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA4700513,HORNBROOK C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA4710013,LAKE SHASTINA C.S.D,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA4710006,MCCLOUD C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA4700531,TENNANT C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA4810013,RURAL NORTH VACAVILLE WATER DISTRICT,DISTRICT 04 - SAN FRANCISCO,Community Services District,NA,SWRCB,NO
CA4900536,OCCIDENTAL COMMUNITY SERVICES DISTRICT,DISTRICT 18 - SONOMA,Community Services District,NA,SWRCB,NO
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,DISTRICT 10 - STOCKTON,Community Services District,NA,SWRCB,NO
CA5010009,KEYES COMMUNITY SERVICES DIST.,DISTRICT 10 - STOCKTON,Community Services District,NA,SWRCB,NO
CA5000005,CROWS LANDING COMM SVC DISTRICT,LPA80 - STANISLAUS COUNTY,Community Services District,NA,LPA,NO
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,LPA80 - STANISLAUS COUNTY,Community Services District,NA,LPA,NO
CA5000389,MONTEREY PARK TRACT CSD,LPA80 - STANISLAUS COUNTY,Community Services District,NA,LPA,NO
CA5000019,RIVERDALE PARK TRACT CSD,LPA80 - STANISLAUS COUNTY,Community Services District,NA,LPA,NO
CA5000408,WESTLEY CSD,LPA80 - STANISLAUS COUNTY,Community Services District,NA,LPA,NO
CA5110007,SUTTER COMMUNITY S.D.,DISTRICT 21 - VALLEY,Community Services District,NA,SWRCB,NO
CA5210002,GERBER LAS FLORES CSD,DISTRICT 21 - VALLEY,Community Services District,NA,SWRCB,NO
CA5210003,LOS MOLINOS COMM. SERVICES DIST.,DISTRICT 21 - VALLEY,Community Services District,NA,SWRCB,NO
CA5200534,PASKENTA COMM. SERVICES DIST.,DISTRICT 21 - VALLEY,Community Services District,NA,SWRCB,NO
CA5200555,RIO RANCH COMMUNITY SVCS DIST,LPA82 - TEHAMA COUNTY,Community Services District,NA,LPA,NO
CA5201147,GOLDEN MEADOWS CSD,LPA82 - TEHAMA COUNTY,Community Services District,NA,LPA,NO
CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA5310001,WEAVERVILLE C.S.D.,DISTRICT 01 - KLAMATH,Community Services District,NA,SWRCB,NO
CA5403043,YETTEM WATER SYSTEM,DISTRICT 24 - TULARE,Community Services District,NA,SWRCB,NO
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA5410017,LONDON COMMUNITY SERV DIST,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA5410026,POPLAR COMM SERVICE DIST,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
CA5410014,TIPTON COMMUNITY SERVICES DIST,DISTRICT 12 - VISALIA,Community Services District,NA,SWRCB,NO
