"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","hasnotreceivedfunding","didnotapplycovid","SC3i_Count_Distribution","Service_disruptions","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any","FAILING","MHI_KD","Percent.hispanicorlatino","Percent.white","Percent.black","Percent.asian","Percent.renter"
"1537","CA4210019","MISSION HILLS CSD","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1313,3600,119774.7155,18.84026897,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","SANTA BARBARA  ","GW","GW","Self-produced",8.18896686364888,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",117514.533450038,39.6160976858879,45.5507570798609,2.5631491194627,4.28692348792944,31.0001015538437
"1538","CA4210017","VANDENBERG VILLAGE COMM. SERV. DIST.","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,2574,7308,90890.72714,15.67117523,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SANTA BARBARA  ","GW","GW","Self-produced",8.89686174448039,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",96771.5647045992,29.4450997597577,58.3462984858259,6.16416907630655,3.4313466285071,21.656487465052
"1539","CA4200870","CASMALIA COMMUNITY SERVICES DISTRICT","LPA72 - SANTA BARBARA COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,53,234,46561.69106,41.87871564,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","UNKNOWN","No","No","C","SANTA BARBARA  ","GW","GW","Self-produced",5.45958551414416,NA,NA,"No",NA,"NONE",NA,"2","0","No",NA,NA,"0","0","0","0","Not failing",NA,85.9398457215511,10.0579920061745,0.0996066364770295,3.71962340687993,52.1478168023703
"1540","CA4510011","CENTERVILLE C.S.D.","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1259,4211,110859.8116,12.95941836,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","SHASTA  ","SWP","SW","Purchased",8.34569287325387,"2","2","No",NA,"High",NA,"1","0","No","0","0","0","0","0","0","Not failing",108184.411324567,4.91407667187994,82.1020996936668,0.655485665298789,3.82425078437977,12.1137246150538
"1541","CA4510016","CLEAR CREEK CSD-ANDERSON","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,2372,8900,53500,10.74056211,"Not At-Risk",NA,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE",NA,"Yes","Yes","C","SHASTA  ","SW","SW","Self-produced",9.09391890895893,NA,NA,"No",NA,"NONE",NA,NA,"14","Yes",NA,NA,"1","1","0","0","Not failing",74241.0516723735,12.1995358925057,76.8402208944116,0.120123812977176,0.136685278295126,13.9276070802933
"1542","CA4510008","FALL RIVER VALLEY CSD","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,482,1535,39951,18.51000782,"Not At-Risk",0.5,180363,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","SHASTA  ","GW","GW","Self-produced",7.33693691370762,"1","2","Yes",NA,"NONE",NA,"1","0","No","1","1","0","0","0","0","Not failing",NA,21.5405916707123,58.8717531466698,0.485246539827038,0.0256174460043721,34.8882026603776
"1543","CA4510002","MOUNTAIN GATE C.S.D.","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,669,2227,53831.67685,13.00577026,"Not At-Risk",1,5e+05,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Less than 1.5%","Yes","Yes","C","SHASTA  ","SW","SW","Self-produced",7.70885960104718,"2","2","Yes",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",70969.3752601052,5.5327695880501,89.4977828945245,0,0.228529208882273,16.760132834465
"1544","CA4510013","SHASTA C.S.D.","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,944,3003,85305.81448,18.3674824,"Not At-Risk",0,8105000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SHASTA  ","SW","SW","Self-produced",8.00770001288403,"2","2","Yes",NA,"High",NA,"1","5","Yes","0","0","1","1","0","0","Not failing",113286.014126769,2.13093837808037,74.3279013270217,1.35495727030766,5.89964666387888,17.0558561664404
"1545","CA4710012","HAPPY CAMP C.S.D.","DISTRICT 01 - KLAMATH","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,454,1100,36816.95103,16.40116305,"Potentially At-Risk",1,1593000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","No","No","C","SISKIYOU  ","SW","SW","Self-produced",7.00397413672268,"1","2","Yes",NA,"High",NA,"2","0","No","2","1","0","0","0","0","Not failing",NA,8.80213472630819,46.0014002720287,0,2.18589642107867,52.1367558762635
"1546","CA4700513","HORNBROOK C.S.D.","DISTRICT 01 - KLAMATH","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,147,280,47574,16.30580436,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","HIGH","NONE","HIGH","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","SISKIYOU  ","GW","GW","Self-produced",5.63835466933375,"1","2","No","No","NONE","Yes","1","0","No","1","1","0","0","0","0","Not failing",62574,16.0714285714286,55.2455357142857,0,2.90178571428571,34.6938775510204
"1547","CA4710013","LAKE SHASTINA C.S.D","DISTRICT 01 - KLAMATH","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1293,2790,68829.41599,25.60578175,"Not At-Risk",0,5e+05,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","No","No","C","SISKIYOU  ","GW","GW","Self-produced",7.93415523353632,"2","2","Yes",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",NA,16.6420375252042,76.4830474554442,1.43426945114538,0.504078856660552,14.9069189377406
"1548","CA4710006","MCCLOUD C.S.D.","DISTRICT 01 - KLAMATH","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,733,1317,40421.71241,19.51357859,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE",NA,"NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","SISKIYOU  ","GW","GW","Self-produced",7.18387071506245,"1","2","No",NA,"NONE",NA,"1",NA,NA,"1","1","0","0","0","0","Not failing",48651.6589642307,9.94945545056436,84.7225706769569,0.0151347358834447,0.0252245598057412,29.9688905033256
"1549","CA4700531","TENNANT C.S.D.","DISTRICT 01 - KLAMATH","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,102,75,27500,19.51357859,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","No","No","C","SISKIYOU  ","GW","GW","Self-produced",4.33073334028633,"1","2","No",NA,"High",NA,"2","0","No","2","1","0","0","0","0","Not failing",42500,4.01188707280832,83.2095096582467,0.891530460624071,1.48588410104012,23.489932885906
"1550","CA4810013","RURAL NORTH VACAVILLE WATER DISTRICT","DISTRICT 04 - SAN FRANCISCO","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,398,1313,120116.8822,18.69055785,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SOLANO  ","GW","GW","Self-produced",7.18083119904456,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","1","1","Not failing",119720.164916848,16.3282026240534,65.931552298197,6.06757602865293,2.56553746275897,15.7902030060736
"1551","CA4900536","OCCIDENTAL COMMUNITY SERVICES DISTRICT","DISTRICT 18 - SONOMA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,110,533,96268.22245,9.985561025,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","HIGH","Less than 1.5%","No","No","C","SONOMA  ","GW","GW","Self-produced",6.2803958389602,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","1","1","0","0","Not failing",103315.525512447,8.1773913100789,75.2968569083398,0.516813796626893,0,35.8527465583301
"1552","CA5010021","DENAIR COMMUNITY SERVICES DISTRICT","DISTRICT 10 - STOCKTON","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1709,5078,86584.29287,31.03928871,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","STANISLAUS  ","GW","GW","Self-produced",8.53286967080125,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",89756.384769739,36.2827404211517,58.0883045245968,0.239938114712497,2.0775570987946,26.5980318780583
"1553","CA5010009","KEYES COMMUNITY SERVICES DIST.","DISTRICT 10 - STOCKTON","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1436,5672,49604.22891,37.61229871,"Failing",0.5,26071052,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","Less than 1.5%","Yes","Yes","C","STANISLAUS  ","GW","GW","Self-produced",8.64347335732657,"2","2","Yes","Yes","NONE","No","1","0","No","0","0","0","0","1","1","Failing",57701.4166832928,77.4241301206403,19.5569226133256,0.0580885421265153,2.24374467118891,62.9858651462156
"1554","CA5000005","CROWS LANDING COMM SVC DISTRICT","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,138,500,38000.9406,38.34804291,"Not At-Risk",0,158680.75,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","Less than 1.5%","Yes","Yes","C","STANISLAUS  ","GW","GW","Self-produced",6.21660610108486,"2","2","Yes",NA,"NONE",NA,"1","1","Yes","0","0","1","1","0","0","Not failing",54744.0510036809,57.3925669615959,34.9468821594814,0.859680440852101,1.07460055106513,57.9861062633936
"1555","CA5000008","KNIGHTS FERRY COMM. SVC. DIST.","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,67,168,52179,31.03021501,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE",NA,"NONE","UNKNOWN","No","No","C","STANISLAUS  ","SW","SW","Self-produced",5.12989871492307,NA,NA,"No","No","High","Yes","2","0","No",NA,NA,"0","0","1","1","Not failing",66329,30.1385041551247,62.5484764542936,0,3.37950138504155,16.8469860896445
"1556","CA5000389","MONTEREY PARK TRACT CSD","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,51,186,40050,54.86732485,"At-Risk",1,1600075.79,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","VERY HIGH","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","UNKNOWN","Did not complete survey","No","C","STANISLAUS  ","GWP","GW","Purchased",5.23110861685459,NA,NA,"Yes","Yes","High","No","2","0","No",NA,NA,"0","0","0","0","Not failing",51379,51.2059369202226,39.517625231911,0,6.91094619666048,47.3753280839895
"1557","CA5000019","RIVERDALE PARK TRACT CSD","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,180,610,70331,54.80613801,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Less than 1.5%","Yes","Yes","C","STANISLAUS  ","GW","GW","Self-produced",6.4150969591716,"2","2","No","No","High","Yes","1","0","No","0","0","0","0","1","1","Failing",NA,75.4164141695355,20.2448936568758,0,4.33869217358865,45.3424496800138
"1558","CA5000408","WESTLEY CSD","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,35,70,54671.33023,40.83938625,"At-Risk",0.5,856173,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","VERY HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","2.5% or greater","Yes","Yes","C","STANISLAUS  ","GWP","GW","Purchased",4.26267987704132,"1","1","Yes","Yes","High","No","1","0","No","2","1","0","0","0","0","Not failing",67075.320165946,69.1659097763424,22.8487216553689,2.87848425936663,3.72502149591959,44.6779172773969
"1559","CA5110007","SUTTER COMMUNITY S.D.","DISTRICT 21 - VALLEY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1120,2904,84288.85918,20.0345431,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","SUTTER  ","GW","GW","Self-produced",7.97418866928601,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",98052.8127257872,19.8788404659299,77.3764240699508,0.002267518299272,0.641806929730898,26.7209454370006
"1560","CA5210002","GERBER LAS FLORES CSD","DISTRICT 21 - VALLEY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,400,1200,25426,30.15490977,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","NONE","UNKNOWN","No","No","C","TEHAMA  ","GW","GW","Self-produced",7.09090982207998,NA,"2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",32926,67.4865488086088,30.2843966179862,0,0,38.3107088989442
"1561","CA5210003","LOS MOLINOS COMM. SERVICES DIST.","DISTRICT 21 - VALLEY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,373,1450,34291.34717,21.0466302,"Not At-Risk",1,1759326.65,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","TEHAMA  ","GW","GW","Self-produced",7.28000825288419,"2","2","Yes",NA,"NONE",NA,"1","1","Yes","0","0","1","1","0","0","Not failing",27936.3165611852,39.5811578875966,56.8956277325137,0,0.040876259906613,39.8898782291055
"1562","CA5200534","PASKENTA COMM. SERVICES DIST.","DISTRICT 21 - VALLEY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,72,237,28000,26.40559884,"At-Risk",0.5,1020000,"NO","NO","NO","NO","NO","NONE","HIGH","NONE","NONE","HIGH","HIGH","VERY HIGH","HIGH","HIGH","NONE","NONE","NONE","HIGH","NONE","2.5% or greater","Did not complete survey","No","C","TEHAMA  ","SW","SW","Self-produced",5.47227067367148,"1","2","Yes","Yes","High","No","2","0","No","2","1","1","1","1","1","Not failing",46781,27.4486094316808,64.8125755743652,1.81378476420798,4.71584038694075,19.3905817174515
"1563","CA5200555","RIO RANCH COMMUNITY SVCS DIST","LPA82 - TEHAMA COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,31,44,55165,27.34588569,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Less than 1.5%","No","No","C","TEHAMA  ","GW","GW","Self-produced",3.80666248977032,"2","2","No",NA,"High",NA,"2","1","Yes","1","1","1","1","0","0","Not failing",70165,30.4935064935065,67.3766233766234,0,0.779220779220779,26.4840182648402
"1564","CA5201147","GOLDEN MEADOWS CSD","LPA82 - TEHAMA COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,49,102,120743,17.21045109,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","No","No","C","TEHAMA  ","GW","GW","Self-produced",4.63472898822964,"2","2","No",NA,"High",NA,"2","0","No","1","1","0","0","0","0","Not failing",135743,11.5584415584416,86.7099567099567,0,0,4.76190476190476
"1565","CA5301002","LEWISTON COMMUNITY SERVICES DISTRICT","DISTRICT 01 - KLAMATH","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,235,701,46917.02625,8.764224114,"At-Risk",0,5303415.74,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","VERY HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","TRINITY  ","SW","SW","Self-produced",6.55393340402581,"2","2","Yes","Yes","NONE","No","2","3","Yes","1","1","1","1","0","0","Not failing",54548.7908609004,3.74435113880745,83.2089425079147,0.00526139872345324,0.794471207241439,24.8786808360801
"1566","CA5310001","WEAVERVILLE C.S.D.","DISTRICT 01 - KLAMATH","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1657,3408,37771.67093,17.30393301,"Not At-Risk",1,733000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","TRINITY  ","SW","SW","Self-produced",8.1341742721379,"2","2","Yes",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",48717.5488981638,3.32976583264003,84.2288111086237,0.0933469438731387,2.17182844435711,28.4699445733738
"1567","CA5403043","YETTEM WATER SYSTEM","DISTRICT 24 - TULARE","Community Services District",NA,"Yes","Yes","Full",NA,"Full","No",66,350,35964,47.26325106,"At-Risk",0.5,8815.93,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","2.5% or greater","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",5.86078622346587,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","1","1","Not failing",50964,73.1012658227848,15.9810126582278,2.16244725738397,2.26793248945148,54.5454545454545
"1568","CA5410050","ALPAUGH COMMUNITY SERVICES DISTRICT","DISTRICT 12 - VISALIA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,372,871,42803,54.72921015,"At-Risk",1,4301719,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","VERY HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","2.5% or greater","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",6.77078942390898,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","1","1","Not failing",50303,88.9088729016787,7.73381294964029,1.07913669064748,0.539568345323741,63.4328358208955
"1569","CA5410017","LONDON COMMUNITY SERV DIST","DISTRICT 12 - VISALIA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,431,1785,44841.20066,62.66442099,"Failing",1,4974655,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",7.48773376143644,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","1","1","Failing",50968.0449779995,91.9888245677523,5.35436389894058,0.000439649269708796,1.80805731342696,65.1825691359875
"1570","CA5410026","POPLAR COMM SERVICE DIST","DISTRICT 12 - VISALIA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,597,2200,40435.49708,60.15006817,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",7.69666708152646,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",48270.1659141412,77.0269409492389,7.85803090093286,0.0020326252414417,11.6972866933115,64.2879058769718
"1571","CA5410024","RICHGROVE COMMUNITY SERVICES DISTRICT","DISTRICT 12 - VISALIA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,526,1617,28036.00129,54.72964661,"Failing",1,11966330,"YES","NO","NO","NO","YES","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","HIGH","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",7.38894609761844,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","1","1","Failing",27341.7850911003,95.2021561134949,4.79024952010577,0,0.00759436639934412,62.729939904917
"1572","CA5410014","TIPTON COMMUNITY SERVICES DIST","DISTRICT 12 - VISALIA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,608,2543,40702.25772,54.61919778,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Less than 1.5%","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",7.84149292446001,"2","2","No","No","NONE","Yes","1","0","No","0","0","0","0","1","1","Failing",47148.8029759161,93.0443124009251,6.34475131085588,0.225081790396487,0,63.0087681858978
"1573","CA5400544","ALLENSWORTH CSD","DISTRICT 24 - TULARE","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,168,521,42803,54.72921015,"Failing",1,390000,"YES","NO","NO","YES","YES","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","HIGH",NA,"NONE","2.5% or greater","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",6.25766758788264,"1","1","Yes","Yes","NONE","No","1",NA,NA,"2","1","0","0","2","1","Failing",50303,88.9088729016786,7.73381294964029,1.07913669064748,0.539568345323741,63.4328358208955
"1574","CA5400542","DUCOR CSD","DISTRICT 24 - TULARE","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,176,616,41979,46.78187243,"Potentially At-Risk",1,2750895.31,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",6.42486902390539,"1","2","Yes",NA,"NONE",NA,"1","0","No","1","1","0","0","0","0","Not failing",52563,91.0756972111554,8.92430278884462,0,0,39.0243902439024
"1575","CA5400968","IMPROVEMENT DISTRICT NO. 1","DISTRICT 24 - TULARE","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,80,200,62857,21.66630024,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Less than 1.5%","No","No","C","TULARE  ","SW","SW","Self-produced",5.30330490805908,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",77857,9.72644376899696,80.4711246200608,4.78723404255319,0.987841945288754,26.4890282131661
