"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"1302","CA4110002","CITY OF BRISBANE","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,1293,3390,161034.7998,28.04039545,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",8.12888014212564,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1303","CA4110003","CITY OF BURLINGAME","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,8739,31447,145539.8496,14.51090907,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SAN MATEO  ","SWP","SW","Purchased",10.3560906671017,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1304","CA4110013","CITY OF DALY CITY","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,23428,108599,117319.4959,24.02180198,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",11.595426686482,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1305","CA4110024","CITY OF EAST PALO ALTO","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,3906,29519,108957.8803,36.81803698,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",10.2928232787144,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"1306","CA4110022","CITY OF REDWOOD CITY","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,23460,91874,138259.1158,17.1510791,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",11.4281842365151,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1307","CA4110023","CITY OF SAN BRUNO","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,11206,44745,144823.3346,19.95712884,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",10.708757334233,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"1308","CA4110017","MENLO PARK MUNICIPAL WATER","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4175,19297,164696.6385,20.33093075,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",9.86775674258033,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1309","CA4110016","TOWN OF HILLSBOROUGH","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4302,11387,195863.4789,4.593530498,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","No","No","C","SAN MATEO  ","SWP","SW","Purchased",9.34031544839793,"NONE","NONE","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","0","0","0","0"
"1310","CA4110018","CITY OF MILLBRAE","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,6613,22795,139036.2057,14.3397312,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",10.0343403609549,"NONE","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","1","1","0","0"
"1311","CA4210018","BUELLTON WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,1837,5464,88807.75656,16.1778631,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA BARBARA  ","SWP","SW","Purchased",8.60611940061064,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1312","CA4210010","CITY OF SANTA BARBARA WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,27358,98420,139246.6704,13.07729938,"Not At-Risk",0,70939267.86,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA BARBARA  ","SW","SW","Self-produced",11.4970094749048,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"1313","CA4210003","GUADALUPE WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,2460,8352,55297.39129,44.00243999,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA BARBARA  ","SWP","SW","Purchased",9.03037603475591,"NONE","NONE","HIGH","NONE","No",NA,NA,"No","0","0","1","1","0","0","0","0"
"1314","CA4210006","LOMPOC-CITY WATER UTILITY DIV","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,9828,41079,72254.53563,24.55139508,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA BARBARA  ","SW","SW","Self-produced",10.6232766640425,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1315","CA4210011","SANTA MARIA WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,22717,109910,74936.16577,28.81936843,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SANTA BARBARA  ","SWP","SW","Purchased",11.6074262263748,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1316","CA4210013","SOLVANG WATER DIVISION","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,2190,6126,119479.6616,12.59410015,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA BARBARA  ","SWP","SW","Purchased",8.72046051272565,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1317","CA4310018","CITY OF CUPERTINO","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4627,16336,172521.9122,6.47853421,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",9.70118775302651,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"1318","CA4310004","CITY OF GILROY","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,15419,58108,124255.1277,25.63339906,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SANTA CLARA  ","GW","GW","Self-produced",10.970075836179,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"1319","CA4310005","CITY OF MILPITAS","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,15696,77961,164686.6063,19.72955433,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.2639768074741,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1320","CA4310006","CITY OF MORGAN HILL","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,14867,47374,161509.7817,16.48733172,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA CLARA  ","GW","GW","Self-produced",10.7658499423847,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1321","CA4310007","CITY OF MOUNTAIN VIEW","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,17823,81756,129458.7017,16.43000526,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.311506712005,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1322","CA4310009","CITY OF PALO ALTO","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,19975,67901,131450.3775,7.409268334,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.125820768194,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1323","CA4310020","CITY OF SAN JOSE - EVG/EDV/COY","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,24020,98198,118424.3202,13.05883646,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.4947513109913,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1324","CA4310019","CITY OF SAN JOSE - NSJ/ALVISO","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,2201,37991,115860.8517,31.91539578,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",10.545130890229,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1325","CA4310012","CITY OF SANTA CLARA","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,24078,132476,155047.8957,21.07691516,"At-Risk",NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.7941643244351,NA,NA,NA,NA,"No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA
"1326","CA4310014","CITY OF SUNNYVALE","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,29156,156234,162776.8659,17.90811179,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.9591165629904,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1327","CA4410010","SANTA CRUZ WATER DEPARTMENT","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,25429,95017,110290.8576,12.39893751,"Potentially At-Risk",0.5,103453000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA CRUZ  ","SW","SW","Self-produced",11.461821626319,"HIGH","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"1328","CA4410011","WATSONVILLE, CITY OF","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,14955,65231,90898.99412,27.26349597,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA CRUZ  ","SW","SW","Self-produced",11.085705425059,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1329","CA4510001","CITY OF ANDERSON","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,3607,11147,56856.50748,23.12195583,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","No","C","SHASTA  ","GW","GW","Self-produced",9.31901538860184,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1330","CA4510005","CITY OF REDDING","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,30580,87741,76160.1263,17.51910762,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SHASTA  ","SW","SW","Self-produced",11.3821559690809,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1331","CA4510006","CITY OF SHASTA LAKE","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,3900,10657,49072.43639,19.83278919,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SHASTA  ","SW","SW","Self-produced",9.27406606285673,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","2","1","0","0"
"1332","CA4610001","CITY OF LOYALTON","DISTRICT 02 - LASSEN","City",NA,"Yes","Yes","Full",NA,"Full",NA,343,983,61069.97425,18.27911427,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","Yes","Yes","C","SIERRA  ","GW","GW","Self-produced",6.89162589705225,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","1","1","0","0"
"1333","CA4710001","DORRIS, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,438,887,32307.64811,17.18245688,"Not At-Risk",0.5,2324070,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SISKIYOU  ","GW","GW","Self-produced",6.78897174299217,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","1","1","0","0"
"1334","CA4710002","DUNSMUIR, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,1187,1707,36479.08732,20.01752824,"At-Risk",1,5049303,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","SISKIYOU  ","GW","GW","Self-produced",7.44307837434852,"NONE","HIGH","HIGH","NONE","Yes","Yes","No","Yes","0","0","2","1","2","1","0","0"
"1335","CA4710004","ETNA, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,413,720,43261.51435,11.36609274,"Not At-Risk",0.5,5e+05,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","No","C","SISKIYOU  ","SW","SW","Self-produced",6.58063913728495,"NONE","HIGH","NONE","NONE","Yes",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1336","CA4710003","FORT JONES, TOWN OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,347,675,37946.95332,15.50184515,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SISKIYOU  ","GW","GW","Self-produced",6.51619307604296,"NONE","HIGH","HIGH","NONE","No",NA,NA,"No","0","0","1","1","2","1","0","0"
"1337","CA4710007","MONTAGUE, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,536,1495,52332.64153,17.45635902,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","No","No","C","SISKIYOU  ","SW","SW","Self-produced",7.31055015853442,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"1338","CA4710008","MT. SHASTA, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,1872,3642,33795.38672,20.82671348,"Not At-Risk",1,6838797,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","UNKNOWN","UNKNOWN","Yes","Yes","C","SISKIYOU  ","GW","GW","Self-produced",8.20056279700856,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","1","1","0","0"
"1339","CA4710010","TULELAKE, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,473,966,44284.92991,16.08231712,"Not At-Risk",0.5,166500,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SISKIYOU  ","GW","GW","Self-produced",6.87419849545329,"NONE","NONE","NONE","NONE","Yes",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1340","CA4710009","WEED, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,1111,2662,35318.42839,25.60566168,"Not At-Risk",0.5,757038,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SISKIYOU  ","GW","GW","Self-produced",7.88720858581393,"NONE","NONE","HIGH","NONE","Yes",NA,NA,"No","1","1","1","1","1","1","0","0"
"1341","CA4710011","YREKA, CITY OF","DISTRICT 01 - KLAMATH","City",NA,"Yes","Yes","Full",NA,"Full",NA,3015,7746,49367.42359,25.25018234,"Not At-Risk",1,8467000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SISKIYOU  ","SW","SW","Self-produced",8.9550609506319,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","1","1","0","0"
"1342","CA4810001","CITY OF BENICIA","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,9595,27131,107669.0345,17.50766895,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",10.208469122066,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1343","CA4810009","CITY OF DIXON","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,3571,11784,87078.59586,31.35582698,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SOLANO  ","GW","GW","Self-produced",9.37458281537023,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1344","CA4810003","CITY OF FAIRFIELD","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,32910,120377,112087.7361,20.9562384,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",11.6983920709083,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1345","CA4810004","CITY OF RIO VISTA","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,5646,10489,78544.68586,41.73928738,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SOLANO  ","GW","GW","Self-produced",9.25817770139034,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","1","1"
"1346","CA4810008","CITY OF VACAVILLE","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,30004,97155,105558.8204,20.90369341,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",11.4840732130632,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1347","CA4810007","CITY OF VALLEJO","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,37973,126090,106248.3997,32.2419421,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",11.7447591474789,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1348","CA4810021","CITY OF VALLEJO-LAKES SYSTEM","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,854,2800,106739.1772,31.42979913,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",7.93773177526011,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1349","CA4810015","TRAVIS AFB WTP - VALLEJO","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,1,3,64011.34913,15.38969319,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","SOLANO  ","SW","SW","Self-produced",1.38629436111989,NA,NA,NA,NA,"No",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA
"1350","CA4910002","CLOVERDALE, CITY OF","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,3265,10557,90387.23774,20.13063542,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SONOMA  ","GU","GW","Self-produced",9.26463914538356,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1351","CA4910005","HEALDSBURG, CITY OF","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4612,10914,92948.46483,13.32255205,"Not At-Risk",NA,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SONOMA  ","GU","GW","Self-produced",9.29789326898404,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
